Start date,End date,Country,Iso,Location,Magnitude,Disaster type,Disaster subtype,Total deaths,Disaster name,Disaster No.
26/12/1990,26/12/1990,Afghanistan,AFG,, ¡C,Extreme temperature ,Cold wave,144,,1990-0248
03/01/1991,03/01/1991,Afghanistan,AFG,East and South Afghan Provinces,-15 ¡C,Extreme temperature ,Cold wave,80,,1991-0009
31/01/2001,20/02/2001,Afghanistan,AFG,"Hirat, Faryab, Jawzjan, Balkh, Samangan, Sar-e-Pul, Kunduz, Baghlan provinces",-25 ¡C,Extreme temperature ,Cold wave,150,,2001-0027
/11/2001,/11/2001,Afghanistan,AFG,Kunduz province, ¡C,Extreme temperature ,Cold wave,177,,2001-0668
09/04/2005,10/04/2005,Afghanistan,AFG,Badakhshan province, ¡C,Extreme temperature ,Cold wave,21,,2005-0757
05/01/2008,15/02/2008,Afghanistan,AFG,"Nangarhar, Laghman (Eastern), Paktika, Paktya (Central), Ghor, Badghis, Hirat (Western), Sar-e-Pul, Kunduz, Balkh, Jawzjan, Takhar (Northern), Hilmand (SouthWest), Farah provinces", ¡C,Extreme temperature ,Severe winter conditions,1317,,2008-0006
16/01/2012,17/01/2012,Afghanistan,AFG,"Badakhshan, Daykundi provinces",-18 ¡C,Extreme temperature ,Severe winter conditions,45,,2012-0050
06/03/1985,06/03/1985,Albania,ALB,, ¡C,Extreme temperature ,Severe winter conditions,68,,1985-0244
01/07/2004,/07/2004,Albania,ALB,"Durres city (Durres district, Durres province)",38 ¡C,Extreme temperature ,Heat wave,3,,2004-0333
15/07/2007,22/07/2007,Albania,ALB,"Berat, Bulqize, Delvine, Devoll, Diber, Durres, Elbasan, Fier, Gjirokast‘r, Gramsh, Has, Kavaje, Kolonj‘, Korce, Kruj‘, Kucove, Kuk‘s, Kurbin, Lezh‘, Librazhd, Lushnj‘, Malesi E Madhe, Mallakaster, Mat, Mirdit‘, Peqin, Permet, Pogradec, Puke, Sarand‘, Shkoder, Skrapar, Tepelen‘, Tirane, Tropoj‘, Vlore provinces", ¡C,Extreme temperature ,Heat wave,0,,2007-0235
/01/2012,/02/2012,Albania,ALB,"Puke, Shkoder, Kukes, Librazhd, Korce provinces, Peshkopi district (Diber province)", ¡C,Extreme temperature ,Severe winter conditions,5,,2012-0012
20/01/2017,20/01/2017,Albania,ALB,"Peshkopi, Bulqiza, Kukes, Puka, Skhodra, Mirdita and Pogradec", ¡C,Extreme temperature ,Severe winter conditions,6,CW-2017-000005/000007,2017-0010
21/06/2003,21/07/2003,Algeria,DZA,Adrar (province?/district?),47 ¡C,Extreme temperature ,Heat wave,40,,2003-0785
16/01/2017,20/01/2017,Algeria,DZA,"Eastern, Central, high plateau regions. Municipalities of Batna, Biskra, Tizi-Ouzou, S_tif, Souk-Ahras, Laghouat, Jijel, Constantine, M_d_a, Djelfa, Tissemsilt, Khenchla, Mila, Oum el Bouaghi, T_b_ssa, Bouira, Bordj Bou Arreridj, El Taref, El Bayad, Bejaia, Saida and Gueulma.", ¡C,Extreme temperature ,Cold wave,0,,2017-0033
04/01/1972,04/01/1972,Argentina,ARG,Buenos Aires, ¡C,Extreme temperature ,Heat wave,100,,1972-0014
/09/1995,/09/1995,Argentina,ARG,"Rawson, sarmiento, El Maiten, Epuyen, Alto Rio Surgen, Cholila, El Hoyo y Carrenleufeu", ¡C,Extreme temperature ,Cold wave,0,,1995-0221
17/06/2000,17/06/2000,Argentina,ARG,"Buenos Aires, Sante Fe, Formosa, Santa Cruz provinces",0 ¡C,Extreme temperature ,Cold wave,15,,2000-0421
/07/2001,/07/2001,Argentina,ARG,"Chubut, Neuquen, Rio Negro (Patagonia), Catamarca, Buenos Aires provinces",-28 ¡C,Extreme temperature ,Cold wave,14,,2001-0377
/07/2002,/07/2002,Argentina,ARG,"Catamarca, Chaco, Corrientes, Formosa, Jujuy, Misiones, Salta, Santiago Del Estero, Tucuman provinces", ¡C,Extreme temperature ,Cold wave,0,,2002-0494
/07/2004,/07/2004,Argentina,ARG,"Mar del Plata city (General Pueyrredon district, Buenos Aires province)",-11 ¡C,Extreme temperature ,Cold wave,5,,2004-0331
/05/2007,/07/2007,Argentina,ARG,"Rosario district (Santa Fe province), Cordoba, San Luis, Buenos Aires, Buenos Aires D.f., Chubut, Neuquen, Rio Negro, Santa Cruz, Tierra Del Fuego, Mendoza, La Rioja provinces",-3.8 ¡C,Extreme temperature ,Severe winter conditions,9,,2007-0263
/07/2010,/07/2010,Argentina,ARG,"Buenos Aires, Buenos Aires D.f., Catamarca, Chaco, Chubut, Cordoba, Corrientes, Entre Rios, Formosa, Jujuy, La Pampa, La Rioja, Mendoza, Misiones, Neuquen, Rio Negro, Salta, San Juan, San Luis, Santa Cruz, Santa Fe, Santiago Del Estero, Tierra Del Fuego, Tucuman provinces", ¡C,Extreme temperature ,Cold wave,42,,2010-0294
/12/2013,/12/2013,Armenia,ARM,Yerevan province,-20 ¡C,Extreme temperature ,Severe winter conditions,0,,2013-0568
/02/1993,/02/1993,Australia,AUS,South-east Australia, ¡C,Extreme temperature ,Heat wave,17,,1993-0515
/01/1994,/01/1994,Australia,AUS,Townsville, ¡C,Extreme temperature ,Heat wave,5,,1994-0641
/12/1994,/12/1994,Australia,AUS,Southern NSW,44 ¡C,Extreme temperature ,Heat wave,0,,1994-0645
/11/1995,/11/1995,Australia,AUS,Western Sydney, ¡C,Extreme temperature ,Heat wave,1,,1995-0443
27/01/2009,08/02/2009,Australia,AUS,"Victoria, New South wales (South), Tasmania (Northern) provinces",48.8 ¡C,Extreme temperature ,Heat wave,347,,2009-0616
13/01/2014,18/01/2014,Australia,AUS,"Western Australia, Victoria provinces",52 ¡C,Extreme temperature ,Heat wave,139,,2014-0010
/07/2003,/08/2003,Austria,AUT,"Burgenland, Karnten, Niederosterreich, Oberosterreich, Steiernark, Salzburg, Tirol, Voralberg, Wien provinces", ¡C,Extreme temperature ,Heat wave,345,,2003-0391
27/12/2005,/01/2006,Austria,AUT,"Burgenland, Karnten, Niederosterreich, Oberosterreich, Salzburg, Steiermark, Tirol, Vorarlberg, Wien provinces",-35 ¡C,Extreme temperature ,Severe winter conditions,0,,2005-0713
/07/2007,/07/2007,Austria,AUT,"Burgenland, Karnten, Niederosterreich, Steiermark, Wien provinces",39 ¡C,Extreme temperature ,Heat wave,5,,2007-0235
18/12/2009,19/12/2009,Austria,AUT,Steiermark province, ¡C,Extreme temperature ,Cold wave,2,,2009-0571
/02/2012,/02/2012,Austria,AUT,"Burgenland, Karnten, Niedterosterreich, Oberosterreich, Salzburg, Steiermark, Tirol, Voralberg, Wien provinces", ¡C,Extreme temperature ,Cold wave,5,,2012-0019
/02/2012,/02/2012,Azerbaijan,AZE,Baku district (Absheron province),-11 ¡C,Extreme temperature ,Cold wave,5,,2012-0019
/12/1989,/12/1989,Bangladesh,BGD,North, ¡C,Extreme temperature ,Cold wave,100,,1989-0222
/01/1989,/01/1989,Bangladesh,BGD,, ¡C,Extreme temperature ,Cold wave,70,,1989-0247
29/12/1990,29/12/1990,Bangladesh,BGD,, ¡C,Extreme temperature ,Cold wave,67,,1990-0424
01/01/1990,01/01/1990,Bangladesh,BGD,, ¡C,Extreme temperature ,Cold wave,50,,1990-0706
24/12/1991,06/01/1992,Bangladesh,BGD,West and North Bangladesh,-7 ¡C,Extreme temperature ,Cold wave,182,,1991-0433
/02/1994,/02/1994,Bangladesh,BGD,North and Northwestern districts, ¡C,Extreme temperature ,Cold wave,29,,1994-0612
/01/1995,/01/1995,Bangladesh,BGD,"Rajshahi, Rangpur, Pabna, Dinajpur",-4 ¡C,Extreme temperature ,Cold wave,120,,1995-0001
/01/1996,/01/1996,Bangladesh,BGD,"Gaibandha, Dinajpur, Rangpur, Nilphamari ",4 ¡C,Extreme temperature ,Cold wave,200,,1996-0013
21/01/1997,21/01/1997,Bangladesh,BGD,Dinajpur (level 2) Level 1 = Rajshahi, ¡C,Extreme temperature ,Cold wave,33,,1997-0316
09/01/1998,09/01/1998,Bangladesh,BGD,"Jessore, Rajshahi, Khulna",6.2 ¡C,Extreme temperature ,Cold wave,120,,1998-0002
/01/2000,/01/2000,Bangladesh,BGD,"Barisal, Chittagong, Dhaka, Khulna, Rajshahi, Rangpur, Sylhet provinces",6.4 ¡C,Extreme temperature ,Cold wave,49,,2000-0003
/12/2001,/12/2001,Bangladesh,BGD,"Panchagarh, Thakurgaon, Dinajpur, Nilphamari districts (Rangpur province), Satkhira, Jessore districts (Khulna province), Sylhet, Sunamganj districts (Sylhet province)",7 ¡C,Extreme temperature ,Cold wave,6,,2001-0734
15/12/2002,/01/2003,Bangladesh,BGD,"Rajshahi, Rangpur provinces",3 ¡C,Extreme temperature ,Cold wave,700,,2002-0819
10/05/2003,12/06/2003,Bangladesh,BGD,"Dhaka, Khulna, Rajshahi provinces",40 ¡C,Extreme temperature ,Heat wave,62,,2003-0250
15/12/2003,/01/2004,Bangladesh,BGD,"Chittagong, Dhaka, Rajshahi, Rangpur provinces", ¡C,Extreme temperature ,Cold wave,153,,2003-0636
/07/2005,/07/2005,Bangladesh,BGD,"Barisal, Chittagong, Dhaka, Khulna, Rajshahi, Rangpur, Sylhet provinces", ¡C,Extreme temperature ,Heat wave,0,,2005-0323
/12/2005,/01/2006,Bangladesh,BGD,"Chittagong district (Chittagong province), Jessore district (Khulna province), Rajshahi, Pabna districts (Rajshahi province), Thakurgaon, Kurigram districts (Rangpur province)",8 ¡C,Extreme temperature ,Severe winter conditions,100,,2005-0701
/01/2007,/01/2007,Bangladesh,BGD,"Panchagarh, Thakurgaon, Dinajpur, Nilphamari, Lalmonirhat, Gaibandha, Kurigram, Rangpur districts (Rangpur province), Joypurhat, Bogra, Sirajganj, Rajshahi, Pabna, Nawabganj districts (Rajshahi province), Mymensingh, Jamalpur, Kishoreganj, Sherpur, Gazipur, Shariatpur, Rajbari, Gopalganj districts (Dhaka), Jhalokati district (Barisal province), Khulna district (Khulna province), Brahamanbaria district (Chittagong province), Sylhet, Maulvibazar, Sunamganj districts (Sylhet province)",5 ¡C,Extreme temperature ,Severe winter conditions,130,,2007-0033
15/12/2009,31/01/2010,Bangladesh,BGD,"Rajbari, Manikganj, Tangail, Sherpur districts (Dhaka province), Damurhuda, Sadar, Jiban Naga (Chuadanga district, Khulna province), Jessore, Bagerhat, Khulna, Meherpur, Satkhira districts (Khulna province), Sadar, Sripur (Magura district, Khulna province), Naogaon, Pabna, Bogra, Sirajganj districts (Rajshahi province), Biral, Fulbari (Dinajpur district, Rangpur province), Fulchari, Sundarganj, Saghata, Gabindaganj, Sadullapu (Gaibandha district, Rangpur province), Tentulia, Debiganj, Atwari (Panchagarh district, Rangpur province), Baliadangi, Haripur, Ranisenkail (Thakurgaon district, Rangpur province), Dimla, Jaldhaka (Nilphamari district, Rangpur province), Hatibandha, Patgram, Aditmari (Lalmonirhat district, Rangpur province), Roumari, Chilmari, Ulipur (Kurigram district, Rangpur province), Gangachara, Pirganj (Rangpur district, Rangpur province)",-6 ¡C,Extreme temperature ,Cold wave,135,,2009-0595
07/01/2011,20/02/2011,Bangladesh,BGD,"Barguna district (Barisal province), Nazirpur upazila (Pirojpur district, Barisal province), Gaibandha, Kurigram, Thakurgaon, Dinajpur districts (Rangpur province), Gabura city (Rangpur district, Rangpur province), Domar upazila (Nilphamari district, Rangpur province), Tetulia upazila (Panchagarh district, Rangpur province), Dakope upazila (Khulna district, Khulna province), Kushtia, Chuadanga districts (Khulna province), Kalaroa upazila (Satkhira district, Khulna province), Tarail upazila (Kishoreganj district, Dhaka province), Manikganj, Sherpur districts (Dhaka province), Sirajganj, Rajshahi districts (Rajshahi province), Ishwardi city (Pabna district, Rajshahi province)",4.5 ¡C,Extreme temperature ,Cold wave,50,,2011-0018
13/12/2011,18/12/2011,Bangladesh,BGD,"Barisal, Chittagong, Khulna, Rangpur provinces",9 ¡C,Extreme temperature ,Cold wave,12,,2011-0525
/12/2012,/02/2013,Bangladesh,BGD,"Panchagarh, Thakurgaon, Dinajpur, Nilphamari, Lalmonirhat, Rangpur, Kurigram, Gaibandha districts (Rangpur province), Bogra, Joypurhat, Naogaon, Nawabganj, Rajshahi, Natore, Sirajganj, Pabna districts (Rajshahi province), Mymensingh, Faridpur, Madaripur districts (Dhaka province), Maulvibazar district (Sylhet province), Kushtia, Jessore districts (Khuna province)",7.5 ¡C,Extreme temperature ,Cold wave,72,,2012-0509
/05/2000,/05/2000,Belarus,BLR,"Brest, Gomel, Grodno, Minsk, Minsk City, Mogilev, Vitebsk provinces", ¡C,Extreme temperature ,Cold wave,0,,2000-0269
/01/2006,/01/2006,Belarus,BLR,Minsk province, ¡C,Extreme temperature ,Severe winter conditions,5,,2005-0713
/01/2012,/02/2012,Belarus,BLR,"Vitebsk, Miory, Glubokoe, Polotsk, Postavy districts (Vitebsk province), Minsk city, Minsk, Stolbtsy, Molodechno, Borisov, Slutsk districts (Minsk province), Gomel city (Gomel district, Gomel province), Rechista, Zhlobin, Mozyr districts (Gomel province), Lida, Slonim, Volkovysk districts (Grodno province), Brest, Mogilev provinces", ¡C,Extreme temperature ,Cold wave,0,,2012-0019
/01/2013,/02/2013,Belarus,BLR,"Brest, Pinsk, Luninec, Stolin districts (Brest province), Verhnedvinsk, Miory, Sharkovshchina, Shumilino, Gorodok, Beshenkovichi districts (Vitebsk province), Borisov, Berezino, Stolbtsy, Molodechno districts (Minsk province), Bobruisk, Chausy, Mstislav, Slavgorod, Mogilev districts (Mogilev province), Rogachev, Zhitkovichi, Petrikov, Mozyr, Rechitsa, Chechersk, Gomel, Loev, Lel'chitsy, El'sk, Narovlja, Kalinkovichi, Svetlogorsk, Zhlobin, Vetka, Dobrush, Bragin districts (Gomel province)",-25 ¡C,Extreme temperature ,Severe winter conditions,4,,2013-0009
18/01/2014,29/01/2014,Belarus,BLR,"Minsk, Grodno, Vitebsk, Mogilev provinces",-35 ¡C,Extreme temperature ,Severe winter conditions,2,,2014-0029
05/01/2017,20/01/2017,Belarus,BLR,"Vitebsk, Minsk, Gomel, Grodno, Brest, Mogilev provinces",-31 ¡C,Extreme temperature ,Severe winter conditions,43,CW-2017-000005/000007,2017-0010
//1963,//1963,Belgium,BEL,,-22 ¡C,Extreme temperature ,Cold wave,12,,1963-0055
/01/1985,/01/1985,Belgium,BEL,, ¡C,Extreme temperature ,Cold wave,0,,1985-0246
01/08/2003,15/08/2003,Belgium,BEL,"Region de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewes, Region wallonne, Vlaams Gewest provinces", ¡C,Extreme temperature ,Heat wave,1175,,2003-0391
25/11/2005,26/11/2005,Belgium,BEL,"Region Bruxelles-Capitale/Brussels Hoofdtedelijk Gewes, R_gion wallonne, Vlaams Gewest", ¡C,Extreme temperature ,Cold wave,2,,2005-0655
27/12/2005,30/12/2005,Belgium,BEL,"Region de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewes, Vlaams Gewest, Region wallonne provinces", ¡C,Extreme temperature ,Severe winter conditions,0,,2005-0713
/06/2006,/07/2006,Belgium,BEL,"Vlaams Geweest, Region de bruxelles-Capitale/Brussels Hoofdstedelijk Gewes, Region wallonne", ¡C,Extreme temperature ,Heat wave,940,,2006-0383
/01/2009,/01/2009,Belgium,BEL,"Leuven city ( Vlaams-Brabant district, Vlaams Gewest province)",-20 ¡C,Extreme temperature ,Cold wave,1,,2008-0633
/02/2012,/02/2012,Belgium,BEL,Vlaams Gewest province, ¡C,Extreme temperature ,Cold wave,3,,2012-0019
30/06/2015,05/07/2015,Belgium,BEL,"Vlaams Gewest, R_gion de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewes, R_gion wallonne provinces", ¡C,Extreme temperature ,Heat wave,410,,2015-0410
//1990,//1990,Belize,BLZ,, ¡C,Extreme temperature ,Cold wave,0,,1990-0641
/07/2000,/07/2000,Bolivia (Plurinational State of),BOL,"Cochabamba, Santa Cruz, La Paz provinces",-9 ¡C,Extreme temperature ,Cold wave,6,,2000-0416
/07/2001,/07/2001,Bolivia (Plurinational State of),BOL,"La Paz, Oruro, Cochabamba, Potosi provinces",-5.6 ¡C,Extreme temperature ,Cold wave,9,,2001-0482
/07/2007,/07/2007,Bolivia (Plurinational State of),BOL,La Paz province, ¡C,Extreme temperature ,Severe winter conditions,0,,2007-0263
/07/2010,/07/2010,Bolivia (Plurinational State of),BOL,Santa Cruz province,4 ¡C,Extreme temperature ,Cold wave,4,,2010-0294
/08/2013,/08/2013,Bolivia (Plurinational State of),BOL,"Cocapata village (Ayopaya district, Cochabamba province), Quime village (Inquisivi district, La Paz province), Tinquipaya areas (Tomas Frias district, Potosi province), Unc’a, Llallagua areas (Rafael Bustillo district, Potosi province), Colquechaca area (Chayanta district, Potosi province), Tomave area (Antonio Quijarro district, Potosi province)", ¡C,Extreme temperature ,Heat wave,18,,2013-0365
15/07/2007,22/07/2007,Bosnia and Herzegovina,BIH,"Stolac, Trebinje, Bileca districts (Republika Srpska), Neum, Citluk, Capljina cities (Neretvljanski, Federacija Bosne I Hercegovine province)", ¡C,Extreme temperature ,Heat wave,0,,2007-0235
/01/2009,/01/2009,Bosnia and Herzegovina,BIH,"Sarajevo district (Federacoja Bosne I Hercegovine province), Zenica city (Zenicko-dobojski district, Federacoja Bosne I Hercegovine province), Zvornik, Sokolac, Foca, Doboj districts (Republika Srpska province), Fazlagica Kula (Gacko district, Republika Spska province)",-25 ¡C,Extreme temperature ,Severe winter conditions,1,,2009-0030
19/12/2010,/12/2010,Bosnia and Herzegovina,BIH,Banja Luka district (Republika Srpska province), ¡C,Extreme temperature ,Cold wave,2,,2010-0633
02/02/2012,07/02/2012,Bosnia and Herzegovina,BIH,"Sokolac, Cajnice, Kalinovik, Stari Grad, Kladanj, Krupes, Han Pijesak districts (Republika Srpska province), Luka, Krusev Do, Bozici (Srebrenica districts, Republika Srpska province), Drvar, Kupres (Zapadnobosanski district, Federacija Bosne I Hercegovine province)",-32.5 ¡C,Extreme temperature ,Cold wave,4,,2012-0019
/12/1968,/12/1968,Brazil,BRA,, ¡C,Extreme temperature ,Heat wave,113,,1968-0131
/07/1975,/07/1975,Brazil,BRA,Parana, ¡C,Extreme temperature ,Cold wave,70,,1975-0039
/12/1975,/12/1975,Brazil,BRA,, ¡C,Extreme temperature ,Heat wave,56,,1975-0145
/05/1988,/05/1988,Brazil,BRA,, ¡C,Extreme temperature ,Cold wave,77,,1988-0191
24/06/1994,24/06/1994,Brazil,BRA,Minas Gerais, ¡C,Extreme temperature ,Cold wave,0,,1994-0160
/07/2000,/07/2000,Brazil,BRA,Porto Alegre district (Rio Grande Do Sul province),-5 ¡C,Extreme temperature ,Cold wave,7,,2000-0456
/07/2004,/07/2004,Brazil,BRA,"Santa Catarina, Parana provinces",-7 ¡C,Extreme temperature ,Cold wave,0,,2004-0331
/02/2010,/02/2010,Brazil,BRA,"Cariocas borough (Nova Lima district, Minas Gerais province), Santos district (Sao Paulo province)",46.3 ¡C,Extreme temperature ,Heat wave,32,,2010-0057
30/11/1998,08/12/1998,Bulgaria,BGR,"Montana, Sofia", ¡C,Extreme temperature ,Cold wave,3,,1998-0395
/01/2000,/01/2000,Bulgaria,BGR,"Sofia province, Sofia-city province", ¡C,Extreme temperature ,Cold wave,0,,2000-0029
/06/2000,/07/2000,Bulgaria,BGR,"Sofia, Sofia-city, Stata Zagora, Blagoevgrad, Vidin provinces",43.1 ¡C,Extreme temperature ,Heat wave,7,,2000-0382
22/01/2006,25/01/2006,Bulgaria,BGR,"Burgas, Varna provinces",-23 ¡C,Extreme temperature ,Severe winter conditions,18,,2005-0713
/06/2007,/07/2007,Bulgaria,BGR,"Blagoevgrad, Burgas, Dobrich, Gabrovo, Haskovo, Jambol, Kardzhali, Kustendil, Lovech, Montana, Pazardzhik, Pernik, Pleven, Plovdiv, Razgrad, Ruse, Shumen, Silistra, Sliven, Smoljan, Sofia, Sofia-city, Stara Zagora, Targovishte, Varna, Veliko Tarnovo, Vidin, Vratca provinces",45.5 ¡C,Extreme temperature ,Heat wave,2,,2007-0235
/01/2008,/01/2008,Bulgaria,BGR,"Sopot area (Karlovo district, Plovdiv province), Samokov, Pirdop districts (Sofia province), Haskovo, Kardzkali, Sliven, Veliko Tarnovo, Jambol provinces",-31.6 ¡C,Extreme temperature ,Cold wave,10,,2008-0007
/01/2010,/01/2010,Bulgaria,BGR,"Sofia, Sofia-city, Shumen provinces, Valtchi Dol district (Varna province), Glavinitca district (Silistra province), Tran district (Pernik province), Knezha district (Vratca province), Sevlievo district (Gabrovo province)",-38.3 ¡C,Extreme temperature ,Cold wave,3,,2010-0050
/01/2012,/02/2012,Bulgaria,BGR,"Chirpan district (Stara Zagora province), Sevlievo district (Gabrovo province), Varna district (Varna province)",-30 ¡C,Extreme temperature ,Cold wave,30,,2012-0019
01/12/2012,15/12/2012,Bulgaria,BGR,"Blagoevgrad, Burgas, Dobrich, Gabrovo, Haskovo, Jambol, Kardzhali, Kustendil, Lovech, Montana, Pazardzhik, Pernik, Pleven, Plovdiv, Razgrad, Ruse, Shumen, Silistra, Sliven, Smoljan, Sofia, Sofia-city, Stara Zagora, Targovishte, Varna, Veliko Tarnovo, Vidin, Vratca, provinces",-19 ¡C,Extreme temperature ,Cold wave,3,,2012-0485
06/07/1936,06/07/1936,Canada,CAN,Nationwide (except Yukon and Nothwest territories), ¡C,Extreme temperature ,Heat wave,500,,1936-0006
19/01/1982,19/01/1982,Canada,CAN," Labrador, Newfoundland",-34 ¡C,Extreme temperature ,Cold wave,0,,1982-0247
/12/1992,/04/1993,Canada,CAN,Ontario, ¡C,Extreme temperature ,Cold wave,0,,1992-0504
21/12/2013,22/12/2013,Canada,CAN,"Ontario, Quebec provinces", ¡C,Extreme temperature ,Severe winter conditions,10,,2013-0528
01/01/2014,09/01/2014,Canada,CAN,"Ontario, Manitoba, Saskatchewan provinces",-48 ¡C,Extreme temperature ,Cold wave,0,,2014-0009
26/07/2004,30/07/2004,Canary Is,SPI,Canarias province,42 ¡C,Extreme temperature ,Heat wave,13,,2004-0361
15/08/1995,15/08/1995,Chile,CHL,"Longuimay, Curarrehue, Pucon, Melipouco, Curacautin", ¡C,Extreme temperature ,Cold wave,2,,1995-0176
03/07/2000,03/07/2000,Chile,CHL,"Antofagasta, Araucania, Arica y Painacota, Atacama, Coquimbo, Los Lagos, Los Rios, Tarapaca provinces",-20 ¡C,Extreme temperature ,Cold wave,0,,2000-0423
/07/2002,/07/2002,Chile,CHL,"Aisen del Gral. Carlos Iba–ez del Campo, Antofagasta, Araucania, Arica y Painacota, Atacama, Biobio, Coquimbo, Libertador Gral. Bernardo O'Higgins, Los Lagos, Los Rios, Magallanes y Antartica chilena, Maule, Metropolitana, Tarapaca, Valparaiso provinces", ¡C,Extreme temperature ,Cold wave,0,,2002-0495
/07/2004,/07/2004,Chile,CHL,"Aisen del Gral. Carlos Iba–ez del Campo, Antofagasta, Araucania, Arica y Painacota, Atacama, Biobio, Coquimbo, Libertador Gral. Bernardo O'Higgins, Los Lagos, Los Rios, Magallanes y Antartica chilena, Maule, Metropolitana, Tarapaca, Valparaiso provinces", ¡C,Extreme temperature ,Cold wave,0,,2004-0331
/07/2007,/07/2007,Chile,CHL,"Osorno district (Los Lagos province), Santiago district (Metropolitan province), Araucania province",-18 ¡C,Extreme temperature ,Severe winter conditions,6,,2007-0263
/07/2010,/07/2010,Chile,CHL,Aisen del Gral. Carlos Iba–ez del Campo province, ¡C,Extreme temperature ,Cold wave,0,,2010-0294
13/07/2011,02/11/2011,Chile,CHL,"Lonquimay villages (Malleco districts, Araucania province), Cunco, Curarrehue, Pucon, Villarrica, Vilcun villages (Cautin district, Araucania province), Biobio province", ¡C,Extreme temperature ,Severe winter conditions,0,,2011-0316
13/07/2011,19/07/2011,Chile,CHL,"Lonquimay, Curacaut’n, Pur_n villages (Malleco district, Araucania province), Cunco, Puc—n, Curarrehue, Melipeuco, Carahue, Vilcœn, Villarrica villages (Cautin district, Araucania province), Alto Bio-b’o village (Biobio district, Biobio province)",-22 ¡C,Extreme temperature ,Severe winter conditions,0,,2011-0661
10/09/2013,30/09/2013,Chile,CHL,"Biobio, Libertador Gral. Bernardo O'Higgins, Maule, Metropolitana, Valparaiso provinces", ¡C,Extreme temperature ,Severe winter conditions,0,,2013-0407
//1986,//1986,China,CHN,Northwest, ¡C,Extreme temperature ,Cold wave,2,,1986-0015
/08/1994,/08/1994,China,CHN,Beijing, ¡C,Extreme temperature ,Heat wave,104,,1994-0616
/01/1997,/01/1997,China,CHN,Xinjiang Region, ¡C,Extreme temperature ,Cold wave,24,,1997-0003
09/07/1997,09/07/1997,China,CHN,Beijing,36 ¡C,Extreme temperature ,Heat wave,16,,1997-0343
/09/1997,/09/1997,China,CHN,"Tibet, Qinghai", ¡C,Extreme temperature ,Cold wave,0,,1997-0355
/07/2002,/07/2002,China,CHN,"Chongqing Shi province, Shijiazhuang district (Hebei Sheng province)",43 ¡C,Extreme temperature ,Heat wave,7,,2002-0531
02/07/2004,03/07/2004,China,CHN,"Guangzhou city (Guangzhou district, Guangdong Sheng province)",39 ¡C,Extreme temperature ,Heat wave,39,,2004-0310
/07/2005,/07/2005,China,CHN,Shanghai city (Shanghai Shi province),39 ¡C,Extreme temperature ,Heat wave,0,,2005-0339
10/01/2008,05/02/2008,China,CHN,"Zhejiang Sheng, Sichuan Sheng, Anhui Sheng, Hubei Sheng, Hunan Sheng, Guizhou Sheng, Guangxi Zhuangzu Zizhiqu, Jiangxi Sheng provinces, Shanghai city (Shanghai Shi province)", ¡C,Extreme temperature ,Severe winter conditions,129,,2008-0020
14/02/2008,18/02/2008,China,CHN,Yunnan Sheng province, ¡C,Extreme temperature ,Severe winter conditions,16,,2008-0073
01/01/2011,24/01/2011,China,CHN,"Sichuan Sheng, Jiangxi Sheng, Guizhou Sheng, Yunnan Sheng, Anhui Sheng, Hunan Sheng, Hubei Sheng, Guangxi Zhuangzu Zizhiqu provinces", ¡C,Extreme temperature ,Cold wave,2,,2011-0002
07/02/2012,09/02/2012,China,CHN,Xizang Zizhiqu province, ¡C,Extreme temperature ,Severe winter conditions,0,,2012-0559
01/07/2013,15/08/2013,China,CHN,Shanghai Shi province, ¡C,Extreme temperature ,Heat wave,40,,2013-0582
20/01/2016,26/01/2016,China,CHN,"Yakeshi city (Hulunbuir district, Nei Mongol Zizhiqu province), Harbin district (Heilongjiang Sheng province), Mohe area (Daxing'anling district, Heilongjiang province), Changsha district (Hunan Sheng province), Changchun district (Jilin Sheng province), Zhejiang Sheng, Beijing Shi, Hainan Sheng, Shanghai Shi provinces",-41 ¡C,Extreme temperature ,Cold wave,5,,2016-0023
/06/2000,/06/2000,Croatia,HRV,"Zagreb city (Zagreb province), Split city (Split-dalmatija province), Osijek city (Osijek-baranja province), Rijeka city (Primorje-gorski Kota province)",35 ¡C,Extreme temperature ,Heat wave,40,,2000-0324
/07/2003,/07/2003,Croatia,HRV,"Bjelovar-bilogora, Dubrovnik-Neretva, Grad Zagreb, Istra, Karlovac, Koprivnica-krizevci, Krapina-zagorje, Lika-senj, Medimurje, Osijek-baranja, Pozega-slavonija, Primorje-gorski Kota, _ibenik, Sisak-moslavina, Slavonski Brod-posav, Split-dalmatija, Varazdin, Virovitica-podravina, Vukovar-srijem, Zadar-Knin, Zagreb provinces", ¡C,Extreme temperature ,Heat wave,788,,2003-0391
